excluded_rows,teams_with_excluded_rows,complete_teams_primary,complete_teams_sensitivity,lowest_bottom_three_top_10_overlap,material_conclusion_change,summary
32,15,48,33,8,False,Weakest-link ranking is broadly stable among teams with complete non-manual coverage.
